age,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,sleep_quality_score,stress_level,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score
36,7.69,85,5.26,4.41,10,11,112,9.99
53,1.94,16,8.69,7.97,2.92,83,179,1.96
29,6.27,4,4.2,6.65,8.04,62,293,7.56
58,9.98,71,6.18,4.36,10,39,125,8.36
36,2.57,49,6.56,8.86,1.98,27,239,3.34
29,3.35,93,6.2,6.85,4.18,5,67,4.2
26,9.09,82,7.29,1,10,59,80,10
24,6.64,11,4.13,8.09,5.91,111,227,6.59
45,5.43,88,8.42,5.12,8.59,51,76,8.18
31,6.06,43,6.5,6.32,8.07,22,268,8.53
48,3.66,76,6.77,7.5,4.38,94,49,6.98
36,8.7,67,6.31,5.47,10,1,184,9.7
33,7.71,58,6.22,7.85,8.11,96,102,6.8
22,6.78,9,4.93,6.7,8.01,72,25,8.91
52,9.39,47,6.52,5.25,10,25,173,10
29,6.2,27,6.11,6.68,6.29,16,176,6.42
42,5.61,4,6.34,8.13,4.8,80,39,5.8
38,9.78,91,4.07,4.62,10,108,271,10
53,2.85,43,4.65,9.16,2.99,29,56,3.39
40,2.28,30,7.82,7.27,4.57,100,31,4.42
33,2.46,15,6.1,8.34,1.73,47,123,2.18
56,9.9,22,7.71,5.71,10,93,239,10
59,6.87,92,4.86,4.82,10,109,37,10
56,3.75,110,7.49,6.76,6.12,115,217,5.74
31,3.24,20,5.45,8.21,3.89,59,213,4.16
48,1.51,1,7.53,9,1.51,79,49,1.77
22,2.19,22,4.43,6.76,6.09,114,159,6.57
52,9.17,79,5.67,3.51,10,20,216,10
40,7.73,10,4.6,6.36,6.73,17,270,5.59
46,9.47,117,7.15,3.56,10,26,121,10
28,4.81,72,5.96,6.01,8.33,68,283,10
35,6.41,1,4.37,6.54,7.88,76,68,7.97
29,5.35,81,6.63,8.06,4.59,25,25,3.27
26,8.93,12,4.12,5.52,10,60,94,10
27,9.92,44,8.09,3.69,10,83,29,10
34,9.39,71,8.69,2.89,10,4,208,10
55,6.38,9,8.05,7.7,5.45,12,131,4.43
24,1.56,90,8.76,7.73,4,61,41,2.74
30,6.56,80,8.49,4.5,9.1,57,180,9.76
57,1.87,87,8.47,5.73,6.83,39,82,6.3
59,2.25,20,5.23,8.42,1.69,36,298,1
26,2.72,0,5.16,10,2.11,47,178,1.29
44,4.27,15,8.05,8.8,2.83,40,232,2.63
19,6.33,42,6.46,5.63,7.2,44,30,6.31
22,4,96,8.71,6.9,6.22,55,234,7.92
46,5.07,5,8.49,5.94,6.53,89,81,7.33
54,1.43,75,8.47,7.83,2.69,14,119,2.21
55,6.58,95,5.63,5.15,8.15,72,260,7.72
36,6.91,111,4.66,3.33,10,59,209,9.24
25,1.89,10,7.39,7.98,2.69,22,271,1.6
18,8.07,81,6.2,3.92,10,108,222,9.74
39,6.83,65,8.67,5.91,7.93,20,95,8.82
34,5.41,95,8.27,5.97,6.01,50,151,5.85
24,5.98,48,8.64,5.29,8.64,35,40,7.74
42,5.53,112,6.84,5.98,8.55,33,24,7.64
21,1.48,19,6.63,8.96,1.83,65,182,3.56
53,7.62,20,8.24,7.59,7.19,81,143,8.11
23,5.61,35,6.56,5.35,8.58,26,54,7.84
48,2.56,37,8.5,9.72,2.68,113,33,2.85
36,7.13,55,4.17,5.04,9.9,0,116,10
56,7.26,90,5.79,6.45,7.5,83,224,8.08
44,2.92,110,8.17,7.35,3.87,52,44,2.32
27,8.17,10,5.05,4.4,10,86,101,10
43,5.11,17,5.99,7.3,5.23,37,271,5.96
36,2.63,80,4.05,8.8,2.67,113,168,1.28
56,6.92,97,5.51,4.19,10,38,108,10
20,6.37,44,5.59,7.27,7.14,27,83,5.65
30,2.53,25,7.66,9.5,2.07,116,136,1.82
45,8.85,58,7.39,6.17,8.45,110,159,10
37,8.69,5,6.22,6.11,8.11,28,50,7.08
45,8.53,42,7.64,4.29,10,32,95,8.72
25,4.59,93,6.14,6.88,6.24,112,178,6.02
58,8.42,51,6.17,6.15,8.14,68,150,8.51
56,8.6,102,7.23,4.83,10,33,238,10
18,9.97,61,7.61,1.82,10,7,66,10
20,9.62,113,8.23,3.54,10,109,40,10
30,4.45,95,7.76,6.91,5.52,34,276,5.22
45,2.78,16,7.35,9.86,3.48,18,49,3.68
42,3.63,76,6.81,5.36,7.52,57,216,8.78
50,5.45,116,5.54,4.23,9.59,41,234,10
55,8.25,45,5.31,5.07,9.76,55,199,8.87
23,7.51,40,8.22,8.12,6.16,74,129,6.19
49,8.09,12,7.59,6.53,7.87,60,277,8.87
38,4.42,5,7.33,6.99,7.79,61,87,7.4
33,3.22,85,5.29,6.94,4.2,29,77,3.59
38,1.22,96,8.85,8.5,1.12,112,149,1.75
28,6.64,32,4.41,6.49,7.59,64,237,6.48
54,8.16,3,8.19,6.12,10,42,180,10
53,9,77,5.05,3.78,10,118,130,10
52,5.29,49,5.96,6.15,6.96,46,239,6.87
36,9.35,47,6.14,4.91,10,80,86,9.76
37,2.82,98,7.31,7.59,5.13,118,241,6.03
35,5.63,26,6.73,4.96,10,9,228,9.93
58,2.92,5,4.93,8.29,2.55,75,137,3.47
31,2.69,57,4.15,9.02,2.2,62,161,3.65
32,9.58,62,7.59,6.37,9.28,61,62,8.89
48,8.36,0,6.52,6.68,8.28,99,214,7.58
18,1.11,106,5.81,8.26,2.52,93,278,1
20,3.42,27,5.42,9,2.42,71,161,1.87
33,2.85,28,8.12,8.46,3.24,32,139,4.04
40,2.32,95,7.98,6.09,4.71,57,220,4.59
28,7.28,27,8.13,5.59,8.82,56,180,9.25
29,6.1,90,5.1,4.03,10,56,52,10
27,5.09,73,8.26,7.13,6.85,53,163,8.38
49,2.71,81,8.93,5.3,6.73,12,103,6.94
33,3.5,67,7,7.46,5.05,33,239,3.85
25,4.2,101,4.24,6.65,9.2,21,79,10
55,8.07,114,7.51,4.04,10,42,259,9.31
29,9.9,40,6.69,1.64,10,15,186,10
41,2.66,105,7.56,5.51,6.56,73,237,5.72
45,4.07,115,4.94,6.18,5.94,89,221,6.75
25,3.52,54,7.03,8.14,5.45,39,121,4.79
45,1.4,31,6.7,8.78,3.29,24,219,3.16
53,2.97,68,7.01,8.73,3.59,100,59,3.18
43,9.11,21,7.64,5.64,10,12,272,10
25,8.59,111,6.72,3.87,10,40,23,10
45,2.51,56,5.61,7.76,4.67,52,162,4.7
45,4.3,21,5.55,6.81,6.34,49,168,6.43
54,3.8,65,7.48,9.44,3.13,50,70,3.05
58,2.33,40,7.32,8.99,1,2,79,1
53,6.6,42,6.11,6.41,9.81,92,257,9.48
44,6.02,33,5.77,6.33,9.38,67,95,9.86
34,4.84,113,7.1,5.9,7.09,110,216,6.6
26,8.7,1,5.56,3.71,10,101,86,8.54
50,6.58,109,8.82,4.94,9.31,104,286,8.54
37,3.33,118,6.98,6.33,5.85,117,64,5.81
30,4.36,58,6.96,4.16,9.61,118,168,9.34
45,2.35,35,4.68,9.58,1,115,201,3.01
46,6.32,103,7.05,5.41,9.11,85,205,8.94
30,6.28,7,5.47,6.93,5.69,77,52,6.31
52,8.83,32,6.26,4.36,10,64,217,9.54
23,8.7,32,6.69,6.54,9.76,35,179,10
35,8.53,67,6.39,5,10,23,276,9.75
22,5.94,17,8.05,5.68,8.81,72,267,7.98
42,6.87,63,4.5,4.16,9.24,18,121,9.18
19,7.98,60,4.84,3.97,9.71,114,205,10
27,1.83,82,4.78,7.26,4.36,7,247,3.94
47,3.71,9,8.08,7.4,3.46,1,280,3.9
22,2.52,49,4.59,7.35,2.53,29,257,3.56
50,5.6,105,8.86,5.86,7.78,29,177,6.65
18,8.54,104,8.85,3.46,10,43,148,10
35,3.08,93,8.96,8.15,3.37,64,258,3.68
49,7.58,21,8.9,7.82,6.67,90,119,6.15
28,4.65,38,4.75,5.89,7.4,104,69,9.04
38,9.13,101,7.29,5.06,10,37,85,10
43,6.64,64,6,4.69,10,114,284,9.79
42,9.79,29,7.66,5.56,9.69,119,270,9.73
39,3.21,4,6.03,8.76,1.3,0,51,2.12
44,9.32,114,5.92,4.62,9.3,30,280,10
30,4.21,110,8.52,4.93,8.25,35,182,8.94
50,6.6,25,6.47,6.99,7.98,8,66,7.45
51,2.57,119,7.7,5.67,6.54,2,155,6.31
58,7.84,62,7.25,4.76,10,112,143,9.87
52,9.8,45,7.29,3.52,10,54,214,8.92
18,8.09,30,5.75,4.33,10,106,294,10
38,6.54,102,5.26,5.12,8.09,22,195,7.73
23,5.03,40,8.43,7.6,3.04,54,190,2.66
45,4.11,11,4.12,7.88,5.19,7,98,5.05
34,4.77,16,4.86,7.36,6.43,13,241,4.65
22,3.95,17,4.66,7.51,4.39,101,205,6.4
48,8.49,65,8.75,5.62,9.41,108,112,9.18
22,9.04,112,4.03,2.81,10,12,41,10
55,9.55,87,4.04,4.66,10,11,126,10
20,4.77,91,5.13,6.08,6.84,102,266,6.99
40,5.92,115,5.4,8.32,5.14,74,26,6.19
54,6.19,38,6.8,6.39,8.85,11,125,7.79
54,6.86,73,8.81,5.24,9.49,77,261,10
27,1.02,110,6.33,5.83,5.95,75,274,5.24
27,8.58,32,5.44,6.45,9.98,61,31,10
36,3.41,87,8.09,5.91,5.17,38,32,5.94
34,5.25,74,5.93,6.16,8.91,8,115,8.88
38,8.57,7,4.71,5.3,9.86,22,284,8.32
31,9.97,90,7.97,4.08,10,19,81,8.96
26,8.15,25,4.01,5.23,10,47,190,8.14
18,1.22,75,5.03,6.9,3.17,34,287,3.86
30,4.32,34,7.18,6.3,6.57,26,106,8.4
21,3.22,56,4.51,6.35,6.84,97,76,7.25
18,9.68,78,5.28,4.05,10,60,227,9.5
57,3.38,20,5.97,9.26,2.19,99,270,2.42
49,9.49,36,5.98,4.35,10,53,247,10
51,9.44,93,8.86,4.33,10,1,77,10
45,8.55,4,7.38,6.56,9.58,45,161,8.54
48,1.88,16,4.19,9.1,2.6,106,212,2.64
25,1.02,89,5.11,7.17,4.09,14,173,3.72
56,8.14,97,7.08,5.59,10,20,283,10
43,8.59,96,7.57,3.31,10,98,153,10
51,9.66,81,5.9,4.14,10,107,124,10
20,2.97,24,8.28,8.12,3.16,56,168,2.97
29,7.6,104,8.72,4.94,10,12,103,10
18,5.67,60,7.07,6.55,8.95,62,82,9.3
22,3.96,93,6.81,7.28,4.94,118,284,6.59
47,6.46,36,7.75,6.26,9.33,97,178,7.1
47,5.93,83,7.91,6.24,7.53,113,235,8.11
34,3.63,108,5.08,7.29,5.37,24,141,6.33
40,3.42,65,6.42,5.66,6.73,105,226,5.96
32,5.38,117,6.24,6.68,8.96,112,180,9.52
54,5.27,12,8.71,6.98,7.04,39,178,7.33
38,3.72,39,4.56,7.82,4.29,21,263,5.56
31,3.37,41,8.72,7.79,6.79,92,150,5.44
19,9.59,83,6.86,3.43,10,3,20,9.47
28,8.76,69,5.44,4.35,10,15,160,10
56,8.35,74,8.35,4.73,10,117,92,10
55,2.93,109,4.25,6.51,4.76,54,152,5.03
51,2.7,24,5.59,9.35,2.48,91,26,2.52
55,8.28,41,7.76,6.08,9.52,85,260,9.15
51,2.66,9,8.14,8.01,4.09,76,66,3.47
35,5.53,94,4.84,7.66,2.63,101,26,1.87
47,2.99,42,8.71,6.31,5.29,81,78,5.15
32,4.4,67,4.27,5.61,7.19,40,133,6.48
44,8.68,88,6.17,4.13,10,28,276,10
51,9.02,27,4.49,5.34,10,20,268,9.49
55,9.97,23,4.49,3.9,10,107,187,9.06
50,9.5,98,8.57,3.27,10,12,172,9.87
41,7.04,40,8.52,4.78,10,119,228,10
32,4.89,60,7.08,6.26,9,26,24,9.08
47,1.52,4,8.83,7.64,3.56,108,186,4.15
59,6.47,96,6.46,4.8,10,104,106,9.53
34,2.9,10,7.91,7.98,2.54,68,59,3.23
22,8.65,7,4.49,4.43,10,8,164,10
46,5.94,20,5.98,8.18,6.28,54,100,7.01
21,7.6,95,6.58,5.22,9.08,54,73,7.65
27,7.06,63,7.89,6.65,8.89,51,216,8.86
34,4.13,4,5.67,7.93,3.67,79,174,2.81
27,7.83,33,8.9,6.02,7.67,46,208,7.69
34,8.59,8,7.67,5.43,10,82,125,10
37,7.7,37,6.66,5.38,10,86,250,9.75
41,7.99,42,5.65,6.05,10,31,152,10
22,4.24,95,7.21,5.53,7.34,66,270,7.6
51,9.49,9,7.37,4.96,10,75,158,10
23,4.82,11,7.4,9.21,3.61,103,260,1.81
19,9.07,98,6.93,3.76,10,7,242,9.91
30,8.72,102,6,4.13,10,41,276,10
28,2.12,17,8.08,9.66,1,16,165,1
40,9.7,86,5.29,4.87,10,74,259,9.97
33,9.97,11,7.13,5.84,10,40,170,10
48,6.46,30,6.36,5.18,9.12,32,139,10
28,8.05,10,8.46,5.34,10,35,77,10
33,9.4,97,6.95,5.41,10,112,116,10
25,1.18,26,8.28,8.78,3.81,90,158,3.4
21,9.37,20,8.77,5.53,9.54,94,60,9.61
57,6.65,73,4.64,6.27,7.6,44,261,7.72
21,8.46,12,6.78,7.21,8.63,8,181,9.64
42,5.87,44,8.42,5.43,9.42,18,74,8.68
20,5.77,46,8.36,6.61,8.52,88,79,8.25
49,9.08,24,4.98,5.02,10,82,34,10
20,5.57,76,6.41,8.61,4.35,37,38,4.7
44,5.25,104,5.12,5.06,7.32,42,47,6.78
46,6.47,63,8.48,4.76,9.38,73,90,10
49,5.67,69,4.02,7.98,6.99,37,248,5.99
36,5.02,98,5.09,8.52,4.79,72,290,4.8
38,2.62,27,6.05,9.43,2.03,71,29,3.23
22,4.58,19,5.11,5.82,7.76,103,159,9.41
35,3.54,83,8.87,5.86,6.11,116,251,6.87
45,4.6,40,5.22,6.16,7.12,59,163,7.25
59,6.34,3,5.81,8.81,5.42,0,182,6.35
39,6.48,83,4.87,5.3,9.07,20,165,8.7
38,3.15,68,8.63,7.59,4.02,61,30,2.6
23,1.76,85,6.06,7.38,3.72,103,61,4.1
18,7.7,23,5.31,4.44,10,3,155,9.86
22,5.76,107,5.23,4.61,8.47,114,228,8.39
58,4.98,16,6.93,9.21,3.17,44,84,2.23
29,2.17,4,8.89,8.81,1.19,81,34,1.19
43,4.73,56,8.87,4.86,9.14,109,100,9.45
51,8.36,25,8.91,6.07,10,105,150,10
31,6.23,99,5.93,5.16,9.62,77,203,8.87
43,1.82,71,8.57,7.85,3.79,19,127,4.34
44,3.99,72,6.22,6.56,8.85,47,111,8.42
26,9.82,16,6.55,3.66,10,35,123,7.48
43,5.9,55,6.6,5.47,8.39,1,83,7.69
39,3.58,7,4.32,10,2.41,47,87,4.19
47,9.22,63,4.89,5.23,10,78,38,9.27
34,4.02,68,8.43,7.55,3.25,17,34,3.41
43,7.57,9,8.48,5.87,10,88,108,10
53,2.32,49,5.01,8.12,2.97,29,273,3.99
18,2.41,54,5.51,9.59,1.49,98,255,1.76
25,6.05,13,8.15,6.87,7.52,7,99,7.62
52,3.16,90,5.02,7.2,4.59,93,66,5.98
32,1.44,26,8.4,9.4,1.33,119,106,1.26
39,9.34,4,8.12,4.03,10,88,197,10
31,1.5,78,8.04,7.82,1.96,70,299,1.1
43,7.46,27,8.46,4.59,10,80,62,9.52
45,4,4,8.43,5.16,7.84,95,78,8.54
40,9.4,85,8.59,2.39,10,24,293,8.9
31,9.87,11,8.4,4.84,10,111,177,8.96
41,4.02,105,7.03,7.56,5.01,91,207,5.23
19,6.32,7,4.79,7.07,6.82,115,223,5.61
43,7.96,58,7.05,5.52,9.34,37,47,9.26
31,2.11,64,8.71,8.9,3.05,7,168,1.6
24,7.39,98,8.84,6.53,8.4,59,45,7.86
20,9.16,59,7.64,5.18,10,21,263,10
40,2.61,79,7.47,6.63,3.97,37,79,3.93
35,8.55,54,8.69,4.78,10,69,188,8.69
55,2.04,93,5.46,8.84,1.31,75,293,1.31
52,6.11,42,4.75,6.95,6.23,92,211,7.08
32,4.05,40,5.45,6.55,4.87,93,77,5.26
42,5.25,9,8.74,7.53,6.79,59,112,7.78
54,3.71,97,5.06,7.89,4.21,95,264,4.16
45,3.34,115,5.12,7.43,4.96,7,184,4.57
27,7.69,74,4.96,5.66,7.36,114,202,7.64
56,3.01,83,6.42,6.08,6.57,112,53,7.22
34,4.68,106,7.98,4.91,8.15,89,231,7.98
56,3.47,6,5.91,8.28,4.17,48,212,4.83
39,3.15,20,4.5,9.96,3.31,53,243,3.2
43,6.64,74,7.7,6.03,8.68,20,100,7.75
42,1.41,100,7.05,7.64,1.72,54,232,1.54
34,8.1,86,6.4,3.87,10,99,180,10
30,5.92,43,8.82,7.11,7.75,12,56,7.71
37,8.46,94,6.35,5.38,8.62,5,268,7.75
42,2.92,81,7.66,6.85,5.15,21,273,4.75
21,7.38,87,4.79,4.64,8.88,79,289,7.85
27,4.79,85,6.08,5.68,8.46,81,52,8.63
20,1.69,36,5.06,7.46,3.84,31,110,4.59
58,7.77,110,5.74,2.68,10,16,287,10
35,7.86,43,6.4,6.13,8.77,112,59,7.2
53,3.44,64,4.87,5.9,5.58,103,58,5.72
39,9.24,113,8.02,4.41,10,101,105,9.03
51,7.88,5,5.88,3.72,10,13,177,8.47
25,3.76,37,8.48,8.18,4.72,39,242,6.63
57,3.15,92,7.37,6.47,5.63,114,278,6.11
36,4.96,42,4.88,7.15,5.92,39,160,4.87
59,3.64,56,7.21,6.99,3.05,116,81,3.19
58,2.95,74,4.12,6.84,6.54,106,284,6.83
54,4.59,79,8.04,5.26,8.8,43,153,8.33
23,1.23,69,8.87,8.19,1.82,55,178,2.15
43,4.61,64,7.39,8.15,4.83,16,262,5.2
51,2.99,54,8.63,8.34,3.84,16,70,2.33
23,3.38,111,5.47,5.28,8.19,15,105,6.04
54,1.74,34,6.12,8.25,4.13,80,229,3.11
50,6.3,23,6.12,6.06,8.03,85,54,7.33
39,5.25,37,4.56,7.29,4.87,27,40,5.44
38,7.76,2,7.98,4.55,10,45,68,10
23,9.88,50,6.48,5.26,10,60,203,10
23,2.08,60,6.45,10,1,14,105,1
21,3.45,39,7.34,7.78,4.55,102,177,4.18
47,7.14,53,4.85,5.32,9.55,21,125,8.26
28,3.14,65,8.05,8.4,3.05,57,228,2.83
47,1.27,114,5.83,6.4,2.69,20,147,2.63
48,1.99,59,4.4,9.25,1,74,35,2.91
41,4.9,14,4.95,6.39,7.36,76,248,6.78
26,4.88,85,5.26,8.84,4.38,35,80,5.09
20,9.75,45,4.89,2.47,10,19,294,10
48,5.19,109,5.21,4.9,7.47,100,86,6.27
57,7.1,54,8.98,5.96,8.87,69,193,8.67
54,5.43,3,6.69,7.96,5.92,114,166,4.94
53,3.43,23,7.01,7.41,4.33,0,46,5.88
41,1.95,82,4.83,8.92,2.45,16,298,2.88
48,8.73,93,4.22,3.02,10,21,118,8.89
23,2.37,85,5.55,6.3,5.42,86,276,6.32
19,1.87,102,7.85,6.05,6.49,5,36,7.6
37,2.92,111,6.79,6.9,4.29,82,61,5.63
45,1.02,39,4.05,8.7,4.14,93,275,4.6
28,1.65,26,7.94,7.53,6.83,39,124,6.84
21,6.72,78,4.52,5.51,9.63,109,73,9.88
32,3.19,51,6.2,6.4,6.78,74,203,6.86
23,4.05,36,9,7.66,4.59,80,166,5
47,8.52,117,4.61,4.72,10,62,204,8.98
55,7.96,0,8.08,4.94,10,63,157,10
19,5.43,75,8,5.64,8.78,28,199,8.48
32,6.52,8,6.23,8.14,6.19,47,90,7.17
28,1.77,82,8.94,7.28,5.1,82,261,4.73
25,7.85,17,5.54,5.25,10,46,217,10
43,5.65,38,5.58,8.88,4.87,43,68,6.24
22,6.14,74,4.76,6.74,6.63,111,283,7.07
23,6.99,74,5.85,4.88,10,75,128,10
43,5.5,29,5.48,7.4,6.65,59,207,7.29
21,5.7,19,7.02,4.44,9.45,84,34,8.92
36,5.5,115,4.2,4.66,8.2,58,135,7
37,5.47,14,5.55,6.72,7.07,14,150,8.84
50,7.75,63,4.02,4.56,10,62,188,10
37,4.84,118,4.03,4.83,6.76,93,298,7.94
29,1.03,24,8.1,9.66,1.57,64,259,2.76
18,6.51,48,7.75,5.63,9.45,80,55,8.51
43,9.57,66,7.72,3.97,10,29,54,8.75
31,3.31,106,5.77,6.2,6.18,20,193,6.49
55,8.35,25,7.5,4.92,10,91,239,9.76
54,5.1,44,5.28,7.35,6.32,19,171,5.35
28,6.79,91,5.55,5.75,9.19,114,163,6.73
53,9.02,5,6.81,6.17,10,18,118,10
30,7.94,109,7.5,4.21,10,87,85,9.67
20,8.96,31,5.33,5,10,10,167,10
50,1.09,74,7.4,7.89,4.22,25,89,4.85
23,2.69,76,8.81,8.22,4.16,80,214,4.45
27,4.81,16,6.47,6.54,7.57,39,243,7.53
22,8.63,45,6.04,5.04,9.85,59,241,8.76
40,8.55,52,5.16,4.76,10,25,203,10
27,2.67,109,5.78,5.82,6.55,44,216,7.6
19,2.28,99,6.64,6.94,5.97,101,107,6.17
30,8.51,93,8.72,3.91,10,14,173,7.86
57,5.87,3,5.3,7.97,5.73,12,34,6.54
19,6.64,77,5.16,5.65,8.51,80,177,5.02
37,8.28,109,8.8,4.77,10,77,39,8.7
18,2.91,27,7.03,6.56,3.98,82,26,4.46
54,2.23,70,7.68,6.81,5.03,41,56,4.57
26,8.73,15,8.15,6.61,8.98,26,213,9.96
34,2.01,77,4.41,6.86,4.19,77,205,3.73
26,1.79,100,6.42,7.58,4.98,65,242,4.42
28,3.49,38,4.7,7.01,5.07,6,24,3.98
32,3.85,112,7.12,7,5,0,249,3.62
41,3.17,90,8.77,6.58,6.55,84,130,7.73
55,7.67,29,4.28,5.56,10,95,198,10
52,9.76,78,5.37,3.02,10,119,43,9.9
47,2.8,56,9,7.24,4.33,52,206,3.19
48,8.04,55,4.03,5.91,9.39,40,279,8.79
22,1.4,38,4.7,8.6,3.28,38,185,1.78
31,2.07,41,4.4,7.23,3.94,119,153,4
28,5.64,17,7.82,7.64,6.48,68,261,7.3
26,10,74,7.75,3.02,10,116,204,9.2
51,9.54,21,7.89,5.12,10,63,241,8.56
29,2.01,109,7.87,6.84,4.22,27,78,3.9
52,3.16,3,8.18,9.46,3.13,101,110,2.2
52,9.51,2,7.86,6.67,10,10,235,9.39
18,2.36,60,6.42,7.89,4.53,117,174,5.33
57,7.69,23,7.73,2.92,10,102,72,9.16
39,1.01,77,6.99,7.93,3.1,112,273,3.09
46,6.69,51,5.83,5.31,9.52,34,183,9.6
25,5.45,66,8.18,6.06,6.61,76,122,6.77
28,5.24,30,7.94,7.72,5.67,26,147,5.01
58,8.46,52,4.87,4.36,9.88,0,134,10
54,1.73,60,4.12,8.02,2.29,54,152,1.87
31,4.4,57,5.58,7.17,4.5,114,203,3.71
47,5.01,34,6.02,7.41,5.97,48,68,6.43
52,2.12,30,4.87,8.78,2.96,39,185,2.17
38,1.77,56,8.28,7.34,3.94,8,299,4.81
54,2.62,115,4.17,7.81,4.94,118,94,4.34
22,3.17,75,6.42,7.37,5.62,99,202,5.46
36,9.69,9,4.28,3.15,10,107,181,8.23
31,5.28,83,6.68,4.92,8.65,69,62,8.03
43,5.59,17,6.32,6.79,8.2,106,82,6.85
21,7.36,107,7.9,4.92,9.31,10,148,10
42,7.16,55,7.45,6.31,7.97,97,232,6.46
59,5.52,35,8.22,8.35,5.09,38,65,5.99
42,4.06,50,6.72,7.04,5.84,5,97,6.62
35,3.98,60,8.11,7.06,7.37,99,90,6.52
57,1.52,18,7.6,7.71,4.28,111,119,3.27
25,9.1,80,7.9,4.32,10,66,62,9.33
56,7.92,103,7,4.68,10,27,90,9.2
57,6.61,10,7.6,7.42,6.06,69,205,6.02
31,4.56,4,6.01,8.53,4.71,63,194,4.18
49,6.24,100,4.42,5.5,9.82,7,77,9.86
55,5.37,44,6.08,6.94,7.13,87,292,6.85
50,3.47,99,4.87,6.81,5.37,46,38,6.58
40,3.69,44,7.15,7.3,6,14,264,6.68
32,8.87,47,5.32,5.13,10,119,59,9.27
50,6.71,107,8.79,4.39,10,56,273,10
42,1.01,13,5.36,8.04,2.77,51,142,1.9
34,3.94,116,4.49,5.31,8.35,27,55,7.32
50,4.06,27,8.4,7.69,4.11,55,194,4.53
19,7.36,116,6.07,4.88,9.24,72,119,10
31,7.3,8,5.78,7.18,8.13,32,127,8.79
57,5.18,58,8.43,8.72,5.59,91,290,6.1
57,9.56,37,7.27,4.99,9.59,73,287,10
56,8.85,92,6.66,3.04,10,114,274,10
23,8.8,24,5.64,4.72,10,24,112,9.84
23,4.13,71,5.46,7.96,5.33,67,183,5.44
20,4.88,47,6.9,7.72,5.63,30,285,4.73
24,4.77,18,6.51,7.64,3.98,12,203,3.83
25,4.96,1,5.38,6.44,6.96,25,156,7.91
59,9,5,4.92,6.15,10,34,123,9.65
32,3.24,29,8.09,7.87,5.2,6,35,5.96
46,8.22,60,7.44,5.15,9.6,1,247,10
50,5.63,1,8.97,9.25,5.52,54,291,4.26
47,3.24,50,6.58,7.23,6.14,8,235,4.99
56,5.75,82,8.97,3.97,9.34,54,245,10
44,2.76,12,6.3,9.22,2.29,101,87,4.54
53,1.97,48,6.67,7.08,2.46,16,130,1.66
46,8.54,116,5.05,2.17,10,110,210,9.6
55,7.29,7,4.75,6.99,7.47,50,247,8.44
50,2.84,8,8.7,8.51,4.14,115,129,5.69
54,9.48,22,8.91,4.24,10,104,278,10
44,1.22,100,6.74,8.08,3.4,54,93,3.55
50,4,71,5.36,7.84,4.54,84,240,3.07
21,1.19,72,8.76,9.83,1.23,28,222,1
39,2.28,15,7.98,9.27,4.25,95,73,3.57
19,2.62,15,4.9,7.54,5.71,38,185,5.6
27,8.29,11,5.49,4.11,10,15,23,10
22,9.94,88,4.02,4.35,10,35,292,10
27,8.81,10,6.91,4.84,10,7,150,9.77
50,6.72,81,6.63,4.28,10,84,36,8.94
55,7.51,12,4.82,6.36,10,60,66,10
30,5.71,34,5.7,6.25,8.69,101,23,8.1
48,4.8,81,8.7,6.2,6.21,105,55,7.17
53,7.23,106,7.24,4.44,10,70,225,10
41,9.76,93,8.31,4.97,10,12,135,10
32,1.26,42,8.19,9.59,1.68,20,68,2.78
46,3.83,100,8.6,5.65,8.6,4,51,9.61
25,3.97,29,4.21,7.45,5.63,4,194,6.38
22,4.73,59,5.31,7.05,4.64,40,24,3.88
46,6.64,66,6.08,4.83,8.84,27,134,8.25
21,5.62,28,7.2,7.83,6.22,96,231,5.94
29,1.17,24,7.04,7.78,1.68,58,262,1.39
19,4.7,65,5.23,7.28,6.74,42,207,6.49
44,6.58,110,4.96,5.73,8.42,3,43,9.11
48,5.54,4,6.19,7.64,6.94,55,80,8.46
53,8.85,94,5.25,5.71,10,83,86,9.26
53,4.59,4,8.83,6.3,6.42,36,41,7.1
43,1.11,84,8.83,7.75,5.8,99,265,6.54
44,3.56,111,4.57,4.74,7.24,39,286,6.63
22,2.22,48,7.53,8.42,3.22,100,230,2.58
37,3.25,25,5.14,7.63,5.26,101,156,5.81
28,4.26,70,7.59,9.13,5.29,8,239,4.56
27,7.09,29,7.84,6.98,8.26,39,99,9.32
57,3.92,97,4.24,7.05,5.41,98,252,5.32
55,8.96,27,7.48,6.28,10,31,179,10
23,3.7,13,8.48,7.25,5.41,32,286,7.37
25,2.23,17,5.08,9.09,2.21,90,288,2.54
40,2.52,56,4.58,5.77,6.37,117,210,6.58
43,9.41,107,6.83,2.75,10,49,28,8.76
29,5.09,80,6.59,6.89,7.25,59,263,7.84
43,4.63,24,8.43,8.92,4.58,37,251,4.09
30,1.62,69,6.26,9.96,1.29,103,171,1
57,7.6,4,6.07,5.87,9.63,96,54,9.33
35,7.25,52,7.57,6.17,8.01,99,184,9.05
42,4.38,84,4.39,6.2,7.34,87,189,6.36
50,7.23,117,4.29,3.82,9.6,41,49,10
57,4.31,38,6.52,9.57,1.65,16,223,3.33
